epoch,total_loss,membership_loss,count_loss,count_accuracy,val_total_loss,val_membership_loss,val_count_loss,val_count_accuracy
1,1.41648425820838,0.3116631745007998,1.1048210824448184,0.10738511512372217,0.8515694997945517,0.1682116361240014,0.6833578638454392,0.778831962892684
2,1.0363380347827085,0.2402734987639169,0.7960645355262148,0.34881054743479506,0.9078566790741337,0.16500321474488935,0.7428534638983056,0.856138871319137
3,0.9428813693271025,0.23209735968398357,0.7107840110098061,0.41492309162128593,0.8549689700635489,0.16306548775021545,0.6919034827751658,0.8259891770328203
4,0.8794631324548303,0.22816422998796987,0.6512989020226871,0.5265118945256521,0.7991278082984792,0.16168300851145903,0.6374448000174127,0.7725771312109073
5,0.8412408769056678,0.2256840610072505,0.6155568162087691,0.6244387121429253,1.0024997891189427,0.1618705039100508,0.8406292847365872,0.7065851430177806
6,0.8005244208575776,0.22360181889761094,0.5769226024653561,0.6582592911053788,0.913116300212448,0.16308702711272252,0.7500292736762305,0.7527584510506712
7,0.7665979298169945,0.22150179584604673,0.5450961344037321,0.6818572656921754,0.9953434531825586,0.1572647520528631,0.8380787011417387,0.6765057277391243
8,0.7475545222066564,0.2202009009013172,0.527353622592303,0.702493551160791,1.1311901152213533,0.1559251116701159,0.9752650030700311,0.6608335090308525
9,0.719584063440063,0.21794043651189302,0.5016436276229027,0.7255182955956817,1.1405694099745702,0.1513345137477273,0.9892348957561091,0.6136762948907162
10,0.6891608852958957,0.2166590347617019,0.4725018490877832,0.7395624343173784,0.966568509787918,0.15328985339497822,0.8132786561955353,0.7445358071544029
11,0.6655053187290166,0.2153602156539331,0.450145102961193,0.7539887264736792,1.2601078485050157,0.15355984152506957,1.106548005585024,0.6228828448942301
12,0.6396366908008827,0.2137854458142958,0.4258512444797737,0.7794019298748448,1.5347987301393708,0.1564908950596208,1.3783078340277986,0.586689155949118
13,0.6100055178234272,0.2130361658941769,0.396969350148286,0.7973631413012324,1.0408776241827014,0.14885505294703877,0.8920225702423566,0.7244360109635252
14,0.5880131035761288,0.2111278726598578,0.37688523053758477,0.8095920512085603,0.9996715227109381,0.14575501332806054,0.8539165082052576,0.7335722819593787
15,0.5554434566895509,0.20983856881121526,0.3456048882904772,0.819910193942868,1.3396438001136985,0.1466040000517409,1.193039800497609,0.654086724295453
16,0.5385933946467544,0.20885294839971852,0.3297404457131737,0.8307060284704308,1.5355233518361324,0.14849128430032857,1.3870320662869715,0.6065078361093541
17,0.5156514354201777,0.2078647842844111,0.3077866511129884,0.8468520110824496,1.5554805379514074,0.14679875602201228,1.408681781530397,0.6332138590203107
18,0.49272032976833857,0.20706796676441536,0.2856523633811858,0.8575523072513614,1.6260078934056834,0.14450547541990763,1.4815024179805396,0.6417878979548809
19,0.4849015086066407,0.20598777433606585,0.27891373367834377,0.8612783032387503,1.6083731822634424,0.14708324743323387,1.461289933823812,0.6710942441492727
20,0.4698739406588062,0.20530362758798654,0.2645703136409845,0.8661507595299512,1.8718624102590926,0.14289027896759943,1.7289721335352024,0.615362991074566
