epoch,total_loss,membership_loss,count_loss,count_accuracy
1,1.8675498066481597,0.5836026406692536,1.28394716069622,0.48972766364070713
2,1.616683460853912,0.4650344780997346,1.1516489806610377,0.13139034878165312
3,1.5482881563563011,0.41667982752221766,1.1316083296599482,0.14715719063545152
4,1.46224320755014,0.3897751300772354,1.0724680736426013,0.28953655040611564
5,1.3077341754414848,0.3867621543130633,0.9209720220397205,0.4214046822742475
6,1.2282141339420076,0.3846004011382683,0.8436137319351575,0.5441949354992833
7,1.1437256197239074,0.3758982362441907,0.7678273821982026,0.5064500716674629
8,1.0899223558537081,0.3694633355535962,0.7204590202289167,0.5031055900621118
9,1.069883089628279,0.3663778491869989,0.7035052412386665,0.4925943621595795
10,1.0384089902890565,0.3637105690567219,0.6746984200220159,0.5303392259913999
11,1.0148356272965826,0.36091713407252657,0.6539184954311081,0.6206402293358815
12,0.9886584530819903,0.35915744965348695,0.6295010044537146,0.6364070711896799
13,0.9536142336712804,0.3572044497292633,0.5964097865620015,0.650740563784042
14,0.9197329308960464,0.35469361968833296,0.5650393109371715,0.692785475394171
15,0.8929721036141874,0.3528559976255159,0.5401161054191097,0.7238413760152891
16,0.8508381471643024,0.35123109102704797,0.4996070557243221,0.7630195891065457
17,0.8391754848217771,0.3500014739747373,0.4891740082982506,0.7687529861442904
18,0.8144712927406391,0.34880382033323937,0.4656674671887896,0.7840420449116101
19,0.7976237659641162,0.3452565544852217,0.4523672092433643,0.7988533205924511
20,0.7798061489318469,0.34497637399576864,0.434829773312827,0.8002866698518872
